"S_N0				",USER_LATITUDE,USER_LONGITUDE,USER_LOCATION,STATION NAME,OUTPUT_LATITUDE,OUTPUT_LONGITUDE,STATION_LOCATION,Distance
1662,21.64913,-158.800334,"(21.64913, -158.80033400000002)",Kauai Marriott Resort & Beach Club,21.961399,-159.349713,"(21.961399, -159.34971299999998)",66.50260781847236 km
1663,21.65049,-157.752901,"(21.650489999999998, -157.752901)",Laie Village Center,21.6467349,-157.9217687,"(21.6467349, -157.9217687)",17.48521661133331 km
1664,21.65096,-156.473282,"(21.65096, -156.473282)",Ritz Carlton Kapaalua(Currently Not on Service),20.9998264,-156.6551531,"(20.9998264, -156.6551531)",74.52240438417628 km
1665,21.65185,-156.156111,"(21.65185, -156.156111)",Haiku Community Center,20.9299,-156.32005,"(20.9299, -156.32005)",81.72501164113488 km
1666,21.65207,-158.694341,"(21.652070000000002, -158.69434099999998)",Waianae Mall Shopping Center,21.43712,-158.18568,"(21.43712, -158.18568)",57.81723147170042 km
1667,21.65387,-156.141595,"(21.65387, -156.141595)",Haiku Community Center,20.9299,-156.32005,"(20.9299, -156.32005)",82.26965926783743 km
1668,21.65466,-155.780611,"(21.65466, -155.78061100000002)",Haiku Community Center,20.9299,-156.32005,"(20.9299, -156.32005)",97.83993222058065 km
1669,21.65673,-159.049223,"(21.65673, -159.049223)",Kauai Marriott Resort & Beach Club,21.961399,-159.349713,"(21.961399, -159.34971299999998)",45.863378699874346 km
1670,21.65694,-157.490177,"(21.65694, -157.490177)",Kailua Town Center,21.39361,-157.742,"(21.39361, -157.74200000000002)",39.12523061276241 km
1671,21.65778,-156.138996,"(21.65778, -156.138996)",Haiku Community Center,20.9299,-156.32005,"(20.9299, -156.32005)",82.75229772515857 km
1672,21.65807,-156.90806,"(21.658070000000002, -156.90806)",Ritz Carlton Kapaalua(Currently Not on Service),20.9998264,-156.6551531,"(20.9998264, -156.6551531)",77.46023079864922 km
1673,21.65923,-158.364204,"(21.659229999999997, -158.364204)",Waianae Mall Shopping Center,21.43712,-158.18568,"(21.43712, -158.18568)",30.76993736750615 km
1674,21.65931,-157.375214,"(21.65931, -157.375214)",Kailua Town Center,21.39361,-157.742,"(21.39361, -157.74200000000002)",48.05684777341879 km
1675,21.66144,-156.523321,"(21.66144, -156.523321)",Ritz Carlton Kapaalua(Currently Not on Service),20.9998264,-156.6551531,"(20.9998264, -156.6551531)",74.52043783918731 km
1676,21.66164,-157.422013,"(21.66164, -157.422013)",Kailua Town Center,21.39361,-157.742,"(21.39361, -157.74200000000002)",44.49405004626035 km
1677,21.66183,-158.806826,"(21.66183, -158.806826)",Kauai Marriott Resort & Beach Club,21.961399,-159.349713,"(21.961399, -159.34971299999998)",65.20149821945988 km
1678,21.6623,-157.865658,"(21.6623, -157.865658)",Laie Village Center,21.6467349,-157.9217687,"(21.6467349, -157.9217687)",6.058352533767073 km
1679,21.66465,-156.65065,"(21.66465, -156.65065)",Ritz Carlton Kapaalua(Currently Not on Service),20.9998264,-156.6551531,"(20.9998264, -156.6551531)",73.61167000734159 km
1680,21.66689,-155.465385,"(21.66689, -155.465385)",Haiku Community Center,20.9299,-156.32005,"(20.9299, -156.32005)",120.51110678703009 km
1681,21.66895,-155.918857,"(21.66895, -155.918857)",Haiku Community Center,20.9299,-156.32005,"(20.9299, -156.32005)",91.80830706379037 km
1682,21.66988,-159.162854,"(21.66988, -159.162854)",Grand Hyatt Kauai,21.87553,-159.43973,"(21.875529999999998, -159.43973)",36.58617594422488 km
1683,21.67011,-157.171424,"(21.67011, -157.171424)",Target- Kailua,21.39055,-157.7397,"(21.39055, -157.7397)",66.51410747211956 km
1684,21.67113,-159.479003,"(21.671129999999998, -159.479003)",Marriott's Waiohai Beach Club,21.87506,-159.456768,"(21.87506, -159.45676799999998)",22.69740286224093 km
1685,21.67156,-158.899077,"(21.67156, -158.899077)",Kauai Marriott Resort & Beach Club,21.961399,-159.349713,"(21.961399, -159.34971299999998)",56.57650474380182 km
1686,21.67331,-155.252587,"(21.67331, -155.252587)",Haiku Community Center,20.9299,-156.32005,"(20.9299, -156.32005)",137.99496868498557 km
1687,21.67352,-159.56558,"(21.67352, -159.56558)",Marriott's Waiohai Beach Club,21.87506,-159.456768,"(21.87506, -159.45676799999998)",24.993028602337127 km
1688,21.67358,-159.217782,"(21.673579999999998, -159.217782)",Grand Hyatt Kauai,21.87553,-159.43973,"(21.875529999999998, -159.43973)",32.04615670129213 km
1689,21.67406,-157.229465,"(21.67406, -157.229465)",Target- Kailua,21.39055,-157.7397,"(21.39055, -157.7397)",61.47746103509389 km
1690,21.67513,-159.086016,"(21.67513, -159.086016)",Kauai Marriott Resort & Beach Club,21.961399,-159.349713,"(21.961399, -159.34971299999998)",41.810393279373336 km
1691,21.67737,-157.784075,"(21.67737, -157.784075)",Laie Village Center,21.6467349,-157.9217687,"(21.6467349, -157.9217687)",14.650101652097918 km
1692,21.6801,-155.639638,"(21.6801, -155.639638)",Haiku Community Center,20.9299,-156.32005,"(20.9299, -156.32005)",109.01107201311669 km
1693,21.68175,-158.528211,"(21.68175, -158.528211)",Waianae Mall Shopping Center,21.43712,-158.18568,"(21.43712, -158.18568)",44.63645658952333 km
1694,21.68691,-155.052285,"(21.68691, -155.052285)",Haiku Community Center,20.9299,-156.32005,"(20.9299, -156.32005)",155.97084567637899 km
1695,21.6892,-159.36297,"(21.6892, -159.36297)",Grand Hyatt Kauai,21.87553,-159.43973,"(21.875529999999998, -159.43973)",22.106357129533382 km
1696,21.69002,-158.860488,"(21.69002, -158.86048799999998)",Kauai Marriott Resort & Beach Club,21.961399,-159.349713,"(21.961399, -159.34971299999998)",58.83260897235807 km
1697,21.69062,-156.961839,"(21.690620000000003, -156.961839)",Ritz Carlton Kapaalua(Currently Not on Service),20.9998264,-156.6551531,"(20.9998264, -156.6551531)",82.83765248546909 km
1698,21.69273,-158.733324,"(21.692729999999997, -158.733324)",Waianae Mall Shopping Center,21.43712,-158.18568,"(21.43712, -158.18568)",63.3905870429333 km
1699,21.6929,-157.285133,"(21.6929, -157.285133)",Kailua Town Center,21.39361,-157.742,"(21.39361, -157.74200000000002)",57.77517874819709 km
1700,21.69367,-157.875809,"(21.69367, -157.875809)",Laie Village Center,21.6467349,-157.9217687,"(21.6467349, -157.9217687)",7.045221174948706 km
1701,21.69371,-158.137504,"(21.69371, -158.137504)",Dole Plantation,21.5258,-158.0387,"(21.5258, -158.0387)",21.22068344440578 km
1702,21.69394,-157.491351,"(21.693939999999998, -157.491351)",Kailua Town Center,21.39361,-157.742,"(21.39361, -157.74200000000002)",42.189674051459825 km
1703,21.69617,-158.21119,"(21.696170000000002, -158.21119)",Dole Plantation,21.5258,-158.0387,"(21.5258, -158.0387)",25.977553024666296 km
1704,21.69632,-156.249116,"(21.69632, -156.249116)",Haiku Community Center,20.9299,-156.32005,"(20.9299, -156.32005)",85.17742145808185 km
1705,21.69715,-158.731647,"(21.69715, -158.731647)",Waianae Mall Shopping Center,21.43712,-158.18568,"(21.43712, -158.18568)",63.45500353678605 km
1706,21.69935,-159.42258,"(21.69935, -159.42258)",Grand Hyatt Kauai,21.87553,-159.43973,"(21.875529999999998, -159.43973)",19.588412754436686 km
1707,21.70136,-158.86006,"(21.70136, -158.86006)",Kauai Marriott Resort & Beach Club,21.961399,-159.349713,"(21.961399, -159.34971299999998)",58.23802542254265 km
1708,21.7029,-159.095445,"(21.7029, -159.09544499999998)",Kauai Marriott Resort & Beach Club,21.961399,-159.349713,"(21.961399, -159.34971299999998)",38.86242009262934 km
1709,21.70495,-158.638357,"(21.70495, -158.638357)",Waianae Mall Shopping Center,21.43712,-158.18568,"(21.43712, -158.18568)",55.47532224906039 km
1710,21.70715,-156.060165,"(21.70715, -156.06016499999998)",Haiku Community Center,20.9299,-156.32005,"(20.9299, -156.32005)",90.18289678537577 km
1711,21.70942,-157.057266,"(21.70942, -157.057266)",Target- Kailua,21.39055,-157.7397,"(21.39055, -157.7397)",79.01629747863896 km
1712,21.70975,-159.41791,"(21.70975, -159.41791)",Grand Hyatt Kauai,21.87553,-159.43973,"(21.875529999999998, -159.43973)",18.49456783108224 km
1713,21.71059,-158.163431,"(21.71059, -158.163431)",Dole Plantation,21.5258,-158.0387,"(21.5258, -158.0387)",24.195545334747916 km
1714,21.71078,-156.497751,"(21.71078, -156.497751)",Ritz Carlton Kapaalua(Currently Not on Service),20.9998264,-156.6551531,"(20.9998264, -156.6551531)",80.39314523703828 km
1715,21.71202,-155.50672,"(21.712020000000003, -155.50672)",Haiku Community Center,20.9299,-156.32005,"(20.9299, -156.32005)",120.90874430165174 km
1716,21.71362,-155.614179,"(21.713620000000002, -155.614179)",Haiku Community Center,20.9299,-156.32005,"(20.9299, -156.32005)",113.54511292494253 km
1717,21.71694,-159.296612,"(21.71694, -159.296612)",Grand Hyatt Kauai,21.87553,-159.43973,"(21.875529999999998, -159.43973)",22.96506204505589 km
1718,21.71788,-156.66237,"(21.717879999999997, -156.66236999999998)",Ritz Carlton Kapaalua(Currently Not on Service),20.9998264,-156.6551531,"(20.9998264, -156.6551531)",79.50766328808535 km
1719,21.71826,-156.732926,"(21.71826, -156.732926)",Ritz Carlton Kapaalua(Currently Not on Service),20.9998264,-156.6551531,"(20.9998264, -156.6551531)",79.95416798087274 km
1720,21.71833,-158.605022,"(21.718329999999998, -158.605022)",Waianae Mall Shopping Center,21.43712,-158.18568,"(21.43712, -158.18568)",53.43773747398746 km
1721,21.71841,-155.400935,"(21.718410000000002, -155.400935)",Haiku Community Center,20.9299,-156.32005,"(20.9299, -156.32005)",129.28293614861437 km
1722,21.71859,-158.549855,"(21.71859, -158.549855)",Waianae Mall Shopping Center,21.43712,-158.18568,"(21.43712, -158.18568)",48.926200138072005 km
1723,21.72194,-159.258658,"(21.72194, -159.258658)",Grand Hyatt Kauai,21.87553,-159.43973,"(21.875529999999998, -159.43973)",25.29465539010416 km
1724,21.72259,-158.664009,"(21.72259, -158.66400900000002)",Waianae Mall Shopping Center,21.43712,-158.18568,"(21.43712, -158.18568)",58.76266615099703 km
1725,21.72729,-156.192563,"(21.72729, -156.19256299999998)",Haiku Community Center,20.9299,-156.32005,"(20.9299, -156.32005)",89.27317667125419 km
1726,21.72805,-155.067072,"(21.72805, -155.067072)",Haiku Community Center,20.9299,-156.32005,"(20.9299, -156.32005)",157.17912256753056 km
1727,21.72868,-157.051769,"(21.728679999999997, -157.051769)",Target- Kailua,21.39055,-157.7397,"(21.39055, -157.7397)",80.49140202180102 km
1728,21.72929,-155.317922,"(21.72929, -155.317922)",Haiku Community Center,20.9299,-156.32005,"(20.9299, -156.32005)",136.53416794152756 km
1729,21.73034,-158.514386,"(21.730339999999998, -158.514386)",Waianae Mall Shopping Center,21.43712,-158.18568,"(21.43712, -158.18568)",47.041212498013095 km
1730,21.73093,-158.172517,"(21.730929999999997, -158.172517)",Dole Plantation,21.5258,-158.0387,"(21.5258, -158.0387)",26.6048011872447 km
1731,21.7311,-157.182559,"(21.7311, -157.182559)",Target- Kailua,21.39055,-157.7397,"(21.39055, -157.7397)",68.9341434493121 km
1732,21.73313,-158.706033,"(21.73313, -158.70603300000002)",Waianae Mall Shopping Center,21.43712,-158.18568,"(21.43712, -158.18568)",63.07224971889747 km
1733,21.73319,-156.484069,"(21.73319, -156.484069)",Ritz Carlton Kapaalua(Currently Not on Service),20.9998264,-156.6551531,"(20.9998264, -156.6551531)",83.11543951344426 km
1734,21.7358,-158.868142,"(21.7358, -158.868142)",Kauai Marriott Resort & Beach Club,21.961399,-159.349713,"(21.961399, -159.34971299999998)",55.696656182005874 km
1735,21.73659,-157.150824,"(21.73659, -157.150824)",Target- Kailua,21.39055,-157.7397,"(21.39055, -157.7397)",72.0288746835809 km
1736,21.73923,-157.566601,"(21.73923, -157.566601)",Laie Village Center,21.6467349,-157.9217687,"(21.6467349, -157.9217687)",38.15405054042212 km
1737,21.73931,-155.548345,"(21.73931, -155.54834499999998)",Haiku Community Center,20.9299,-156.32005,"(20.9299, -156.32005)",120.16693546425219 km
1738,21.73982,-157.097656,"(21.73982, -157.097656)",Target- Kailua,21.39055,-157.7397,"(21.39055, -157.7397)",76.92644014646345 km
1739,21.74142,-158.705811,"(21.74142, -158.705811)",Waianae Mall Shopping Center,21.43712,-158.18568,"(21.43712, -158.18568)",63.533294146577326 km
1740,21.74217,-155.150848,"(21.74217, -155.150848)",Haiku Community Center,20.9299,-156.32005,"(20.9299, -156.32005)",150.99285239627886 km
1741,21.74244,-155.664195,"(21.74244, -155.664195)",Haiku Community Center,20.9299,-156.32005,"(20.9299, -156.32005)",112.79423631838505 km
1742,21.74376,-157.021363,"(21.74376, -157.02136299999998)",Target- Kailua,21.39055,-157.7397,"(21.39055, -157.7397)",84.05260115467237 km
1743,21.74466,-158.217869,"(21.74466, -158.217869)",Dole Plantation,21.5258,-158.0387,"(21.5258, -158.0387)",30.51712703237442 km
1744,21.7461,-155.005005,"(21.7461, -155.005005)",Haiku Community Center,20.9299,-156.32005,"(20.9299, -156.32005)",163.63232075526187 km
1745,21.74798,-158.698851,"(21.74798, -158.698851)",Waianae Mall Shopping Center,21.43712,-158.18568,"(21.43712, -158.18568)",63.314317865557484 km
1746,21.75094,-158.708641,"(21.75094, -158.708641)",Waianae Mall Shopping Center,21.43712,-158.18568,"(21.43712, -158.18568)",64.3435228818618 km
1747,21.75597,-156.422048,"(21.75597, -156.422048)",Ritz Carlton Kapaalua(Currently Not on Service),20.9998264,-156.6551531,"(20.9998264, -156.6551531)",87.1419574654251 km
1748,21.75666,-156.147956,"(21.75666, -156.147956)",Haiku Community Center,20.9299,-156.32005,"(20.9299, -156.32005)",93.26447558352622 km
1749,21.75712,-157.765867,"(21.75712, -157.765867)",Laie Village Center,21.6467349,-157.9217687,"(21.6467349, -157.9217687)",20.239491795242547 km
1750,21.75724,-156.372657,"(21.75724, -156.372657)",Ritz Carlton Kapaalua(Currently Not on Service),20.9998264,-156.6551531,"(20.9998264, -156.6551531)",88.83221141832375 km
1751,21.76086,-155.610399,"(21.76086, -155.610399)",Haiku Community Center,20.9299,-156.32005,"(20.9299, -156.32005)",117.8281782729516 km
1752,21.76127,-159.002256,"(21.76127, -159.00225600000002)",Kauai Marriott Resort & Beach Club,21.961399,-159.349713,"(21.961399, -159.34971299999998)",42.20038093188433 km
1753,21.76236,-159.001533,"(21.76236, -159.001533)",Kauai Marriott Resort & Beach Club,21.961399,-159.349713,"(21.961399, -159.34971299999998)",42.20072462644667 km
1754,21.7736,-157.678635,"(21.7736, -157.678635)",Laie Village Center,21.6467349,-157.9217687,"(21.6467349, -157.9217687)",28.813390155033346 km
1755,21.77472,-155.254788,"(21.774720000000002, -155.254788)",Haiku Community Center,20.9299,-156.32005,"(20.9299, -156.32005)",144.76948347396277 km
1756,21.77868,-157.699959,"(21.778679999999998, -157.699959)",Laie Village Center,21.6467349,-157.9217687,"(21.6467349, -157.9217687)",27.206003386545667 km
1757,21.77952,-155.811765,"(21.77952, -155.81176499999998)",Haiku Community Center,20.9299,-156.32005,"(20.9299, -156.32005)",107.83700352413868 km
1758,21.77985,-157.685091,"(21.77985, -157.685091)",Laie Village Center,21.6467349,-157.9217687,"(21.6467349, -157.9217687)",28.582216732093745 km
1759,21.78023,-158.952109,"(21.78023, -158.952109)",Kauai Marriott Resort & Beach Club,21.961399,-159.349713,"(21.961399, -159.34971299999998)",45.72946339379337 km
1760,21.78038,-156.246831,"(21.780379999999997, -156.24683100000001)",Haiku Community Center,20.9299,-156.32005,"(20.9299, -156.32005)",94.47232113003604 km
1761,21.78181,-159.085991,"(21.78181, -159.08599099999998)",Kauai Marriott Resort & Beach Club,21.961399,-159.349713,"(21.961399, -159.34971299999998)",33.73986181373559 km
1762,21.78412,-157.425876,"(21.78412, -157.425876)",Laie Village Center,21.6467349,-157.9217687,"(21.6467349, -157.9217687)",53.51603511308179 km
1763,21.7843,-158.683226,"(21.7843, -158.683226)",Waianae Mall Shopping Center,21.43712,-158.18568,"(21.43712, -158.18568)",64.27836556624236 km
1764,21.78943,-156.697,"(21.78943, -156.697)",Ritz Carlton Kapaalua(Currently Not on Service),20.9998264,-156.6551531,"(20.9998264, -156.6551531)",87.53427279521131 km
1765,21.79012,-156.119191,"(21.79012, -156.119191)",Haiku Community Center,20.9299,-156.32005,"(20.9299, -156.32005)",97.4967732813661 km
1766,21.79035,-155.642897,"(21.79035, -155.642897)",Haiku Community Center,20.9299,-156.32005,"(20.9299, -156.32005)",118.36001114080076 km
1767,21.79124,-159.357001,"(21.79124, -159.357001)",Grand Hyatt Kauai,21.87553,-159.43973,"(21.875529999999998, -159.43973)",12.65933665200323 km
1768,21.79518,-157.095751,"(21.79518, -157.095751)",Target- Kailua,21.39055,-157.7397,"(21.39055, -157.7397)",80.3364952421544 km
1769,21.79681,-157.081614,"(21.79681, -157.081614)",Target- Kailua,21.39055,-157.7397,"(21.39055, -157.7397)",81.65469640246954 km
1770,21.79687,-155.112614,"(21.796870000000002, -155.11261399999998)",Haiku Community Center,20.9299,-156.32005,"(20.9299, -156.32005)",157.78754081038943 km
1771,21.79814,-157.989189,"(21.79814, -157.98918899999998)",Laie Village Center,21.6467349,-157.9217687,"(21.6467349, -157.9217687)",18.157841437441856 km
1772,21.79908,-158.985271,"(21.79908, -158.98527099999998)",Kauai Marriott Resort & Beach Club,21.961399,-159.349713,"(21.961399, -159.34971299999998)",41.73320517340875 km
1773,21.80213,-156.284164,"(21.80213, -156.28416399999998)",Haiku Community Center,20.9299,-156.32005,"(20.9299, -156.32005)",96.64659571174913 km
1774,21.80625,-157.526039,"(21.80625, -157.526039)",Laie Village Center,21.6467349,-157.9217687,"(21.6467349, -157.9217687)",44.58917079133796 km
1775,21.80806,-159.419306,"(21.80806, -159.419306)",Grand Hyatt Kauai,21.87553,-159.43973,"(21.875529999999998, -159.43973)",7.763446330754237 km
1776,21.80813,-158.452819,"(21.80813, -158.452819)",Waianae Mall Shopping Center,21.43712,-158.18568,"(21.43712, -158.18568)",49.52298453191435 km
1777,21.80857,-157.575358,"(21.80857, -157.575358)",Laie Village Center,21.6467349,-157.9217687,"(21.6467349, -157.9217687)",40.069187824623306 km
1778,21.81011,-155.155771,"(21.81011, -155.155771)",Haiku Community Center,20.9299,-156.32005,"(20.9299, -156.32005)",155.17142728342637 km
1779,21.81092,-157.305112,"(21.81092, -157.305112)",Kailua Town Center,21.39361,-157.742,"(21.39361, -157.74200000000002)",64.66512784236728 km
1780,21.81152,-156.368309,"(21.81152, -156.368309)",Ritz Carlton Kapaalua(Currently Not on Service),20.9998264,-156.6551531,"(20.9998264, -156.6551531)",94.66600167199186 km
1781,21.81374,-159.025008,"(21.81374, -159.025008)",Kauai Marriott Resort & Beach Club,21.961399,-159.349713,"(21.961399, -159.34971299999998)",37.327420346419366 km
